Id,Date,DateLongDescription,DateShortDescription,DayLongName,DayShortName,MonthLongName,MonthShortName,CalendarDay,CalendarWeek,CalendarWeekStartDateId,CalendarWeekEndDateId,CalendarDayInWeek,CalendarMonth,CalendarMonthStartDateId,CalendarMonthEndDateId,CalendarNumberOfDaysInMonth,CalendarDayInMonth,CalendarQuarter,CalendarQuarterStartDateId,CalendarQuarterEndDateId,CalendarNumberOfDaysInQuarter,CalendarDayInQuarter,CalendarYear,CalendarYearStartDateId,CalendarYearEndDateId,CalendarNumberOfDaysInYear
"209182","2010-04-12","Monday, April 12, 2010","Apr 12, 2010","Monday","Mon","April","Apr","102","15","209182","209188","1","4","209171","209200","30","12","2","209171","209400","91","12","2010","208871","210001","365"
"209183","2010-04-13","Tuesday, April 13, 2010","Apr 13, 2010","Tuesday","Tue","April","Apr","103","15","209182","209188","2","4","209171","209200","30","13","2","209171","209400","91","13","2010","208871","210001","365"
"209184","2010-04-14","Wednesday, April 14, 2010","Apr 14, 2010","Wednesday","Wed","April","Apr","104","15","209182","209188","3","4","209171","209200","30","14","2","209171","209400","91","14","2010","208871","210001","365"
"209185","2010-04-15","Thursday, April 15, 2010","Apr 15, 2010","Thursday","Thu","April","Apr","105","15","209182","209188","4","4","209171","209200","30","15","2","209171","209400","91","15","2010","208871","210001","365"
"209186","2010-04-16","Friday, April 16, 2010","Apr 16, 2010","Friday","Fri","April","Apr","106","15","209182","209188","5","4","209171","209200","30","16","2","209171","209400","91","16","2010","208871","210001","365"
"209187","2010-04-17","Saturday, April 17, 2010","Apr 17, 2010","Saturday","Sat","April","Apr","107","15","209182","209188","6","4","209171","209200","30","17","2","209171","209400","91","17","2010","208871","210001","365"
"209188","2010-04-18","Sunday, April 18, 2010","Apr 18, 2010","Sunday","Sun","April","Apr","108","15","209182","209188","7","4","209171","209200","30","18","2","209171","209400","91","18","2010","208871","210001","365"
"209189","2010-04-19","Monday, April 19, 2010","Apr 19, 2010","Monday","Mon","April","Apr","109","16","209189","209195","1","4","209171","209200","30","19","2","209171","209400","91","19","2010","208871","210001","365"
"209190","2010-04-20","Tuesday, April 20, 2010","Apr 20, 2010","Tuesday","Tue","April","Apr","110","16","209189","209195","2","4","209171","209200","30","20","2","209171","209400","91","20","2010","208871","210001","365"
"209191","2010-04-21","Wednesday, April 21, 2010","Apr 21, 2010","Wednesday","Wed","April","Apr","111","16","209189","209195","3","4","209171","209200","30","21","2","209171","209400","91","21","2010","208871","210001","365"
"209192","2010-04-22","Thursday, April 22, 2010","Apr 22, 2010","Thursday","Thu","April","Apr","112","16","209189","209195","4","4","209171","209200","30","22","2","209171","209400","91","22","2010","208871","210001","365"
"209193","2010-04-23","Friday, April 23, 2010","Apr 23, 2010","Friday","Fri","April","Apr","113","16","209189","209195","5","4","209171","209200","30","23","2","209171","209400","91","23","2010","208871","210001","365"
"209194","2010-04-24","Saturday, April 24, 2010","Apr 24, 2010","Saturday","Sat","April","Apr","114","16","209189","209195","6","4","209171","209200","30","24","2","209171","209400","91","24","2010","208871","210001","365"
"209195","2010-04-25","Sunday, April 25, 2010","Apr 25, 2010","Sunday","Sun","April","Apr","115","16","209189","209195","7","4","209171","209200","30","25","2","209171","209400","91","25","2010","208871","210001","365"
"209196","2010-04-26","Monday, April 26, 2010","Apr 26, 2010","Monday","Mon","April","Apr","116","17","209196","209272","1","4","209171","209200","30","26","2","209171","209400","91","26","2010","208871","210001","365"
"209197","2010-04-27","Tuesday, April 27, 2010","Apr 27, 2010","Tuesday","Tue","April","Apr","117","17","209196","209272","2","4","209171","209200","30","27","2","209171","209400","91","27","2010","208871","210001","365"
"209198","2010-04-28","Wednesday, April 28, 2010","Apr 28, 2010","Wednesday","Wed","April","Apr","118","17","209196","209272","3","4","209171","209200","30","28","2","209171","209400","91","28","2010","208871","210001","365"
"209199","2010-04-29","Thursday, April 29, 2010","Apr 29, 2010","Thursday","Thu","April","Apr","119","17","209196","209272","4","4","209171","209200","30","29","2","209171","209400","91","29","2010","208871","210001","365"
"209200","2010-04-30","Friday, April 30, 2010","Apr 30, 2010","Friday","Fri","April","Apr","120","17","209196","209272","5","4","209171","209200","30","30","2","209171","209400","91","30","2010","208871","210001","365"
"209271","2010-05-01","Saturday, May 1, 2010","May 1, 2010","Saturday","Sat","May","May","121","17","209196","209272","6","5","209271","209301","31","1","2","209171","209400","91","31","2010","208871","210001","365"
"209272","2010-05-02","Sunday, May 2, 2010","May 2, 2010","Sunday","Sun","May","May","122","17","209196","209272","7","5","209271","209301","31","2","2","209171","209400","91","32","2010","208871","210001","365"
"209273","2010-05-03","Monday, May 3, 2010","May 3, 2010","Monday","Mon","May","May","123","18","209273","209279","1","5","209271","209301","31","3","2","209171","209400","91","33","2010","208871","210001","365"
"209274","2010-05-04","Tuesday, May 4, 2010","May 4, 2010","Tuesday","Tue","May","May","124","18","209273","209279","2","5","209271","209301","31","4","2","209171","209400","91","34","2010","208871","210001","365"
"209275","2010-05-05","Wednesday, May 5, 2010","May 5, 2010","Wednesday","Wed","May","May","125","18","209273","209279","3","5","209271","209301","31","5","2","209171","209400","91","35","2010","208871","210001","365"
"209276","2010-05-06","Thursday, May 6, 2010","May 6, 2010","Thursday","Thu","May","May","126","18","209273","209279","4","5","209271","209301","31","6","2","209171","209400","91","36","2010","208871","210001","365"
"209277","2010-05-07","Friday, May 7, 2010","May 7, 2010","Friday","Fri","May","May","127","18","209273","209279","5","5","209271","209301","31","7","2","209171","209400","91","37","2010","208871","210001","365"
"209278","2010-05-08","Saturday, May 8, 2010","May 8, 2010","Saturday","Sat","May","May","128","18","209273","209279","6","5","209271","209301","31","8","2","209171","209400","91","38","2010","208871","210001","365"
"209279","2010-05-09","Sunday, May 9, 2010","May 9, 2010","Sunday","Sun","May","May","129","18","209273","209279","7","5","209271","209301","31","9","2","209171","209400","91","39","2010","208871","210001","365"
"209280","2010-05-10","Monday, May 10, 2010","May 10, 2010","Monday","Mon","May","May","130","19","209280","209286","1","5","209271","209301","31","10","2","209171","209400","91","40","2010","208871","210001","365"
"209281","2010-05-11","Tuesday, May 11, 2010","May 11, 2010","Tuesday","Tue","May","May","131","19","209280","209286","2","5","209271","209301","31","11","2","209171","209400","91","41","2010","208871","210001","365"
"209282","2010-05-12","Wednesday, May 12, 2010","May 12, 2010","Wednesday","Wed","May","May","132","19","209280","209286","3","5","209271","209301","31","12","2","209171","209400","91","42","2010","208871","210001","365"
"209283","2010-05-13","Thursday, May 13, 2010","May 13, 2010","Thursday","Thu","May","May","133","19","209280","209286","4","5","209271","209301","31","13","2","209171","209400","91","43","2010","208871","210001","365"
"209284","2010-05-14","Friday, May 14, 2010","May 14, 2010","Friday","Fri","May","May","134","19","209280","209286","5","5","209271","209301","31","14","2","209171","209400","91","44","2010","208871","210001","365"
"209285","2010-05-15","Saturday, May 15, 2010","May 15, 2010","Saturday","Sat","May","May","135","19","209280","209286","6","5","209271","209301","31","15","2","209171","209400","91","45","2010","208871","210001","365"
"209286","2010-05-16","Sunday, May 16, 2010","May 16, 2010","Sunday","Sun","May","May","136","19","209280","209286","7","5","209271","209301","31","16","2","209171","209400","91","46","2010","208871","210001","365"
"209287","2010-05-17","Monday, May 17, 2010","May 17, 2010","Monday","Mon","May","May","137","20","209287","209293","1","5","209271","209301","31","17","2","209171","209400","91","47","2010","208871","210001","365"
"209288","2010-05-18","Tuesday, May 18, 2010","May 18, 2010","Tuesday","Tue","May","May","138","20","209287","209293","2","5","209271","209301","31","18","2","209171","209400","91","48","2010","208871","210001","365"
"209289","2010-05-19","Wednesday, May 19, 2010","May 19, 2010","Wednesday","Wed","May","May","139","20","209287","209293","3","5","209271","209301","31","19","2","209171","209400","91","49","2010","208871","210001","365"
"209290","2010-05-20","Thursday, May 20, 2010","May 20, 2010","Thursday","Thu","May","May","140","20","209287","209293","4","5","209271","209301","31","20","2","209171","209400","91","50","2010","208871","210001","365"
"209291","2010-05-21","Friday, May 21, 2010","May 21, 2010","Friday","Fri","May","May","141","20","209287","209293","5","5","209271","209301","31","21","2","209171","209400","91","51","2010","208871","210001","365"
"209292","2010-05-22","Saturday, May 22, 2010","May 22, 2010","Saturday","Sat","May","May","142","20","209287","209293","6","5","209271","209301","31","22","2","209171","209400","91","52","2010","208871","210001","365"
"209293","2010-05-23","Sunday, May 23, 2010","May 23, 2010","Sunday","Sun","May","May","143","20","209287","209293","7","5","209271","209301","31","23","2","209171","209400","91","53","2010","208871","210001","365"
"209294","2010-05-24","Monday, May 24, 2010","May 24, 2010","Monday","Mon","May","May","144","21","209294","209300","1","5","209271","209301","31","24","2","209171","209400","91","54","2010","208871","210001","365"
"209295","2010-05-25","Tuesday, May 25, 2010","May 25, 2010","Tuesday","Tue","May","May","145","21","209294","209300","2","5","209271","209301","31","25","2","209171","209400","91","55","2010","208871","210001","365"
"209296","2010-05-26","Wednesday, May 26, 2010","May 26, 2010","Wednesday","Wed","May","May","146","21","209294","209300","3","5","209271","209301","31","26","2","209171","209400","91","56","2010","208871","210001","365"
"209297","2010-05-27","Thursday, May 27, 2010","May 27, 2010","Thursday","Thu","May","May","147","21","209294","209300","4","5","209271","209301","31","27","2","209171","209400","91","57","2010","208871","210001","365"
"209298","2010-05-28","Friday, May 28, 2010","May 28, 2010","Friday","Fri","May","May","148","21","209294","209300","5","5","209271","209301","31","28","2","209171","209400","91","58","2010","208871","210001","365"
"209299","2010-05-29","Saturday, May 29, 2010","May 29, 2010","Saturday","Sat","May","May","149","21","209294","209300","6","5","209271","209301","31","29","2","209171","209400","91","59","2010","208871","210001","365"
"209300","2010-05-30","Sunday, May 30, 2010","May 30, 2010","Sunday","Sun","May","May","150","21","209294","209300","7","5","209271","209301","31","30","2","209171","209400","91","60","2010","208871","210001","365"
"209301","2010-05-31","Monday, May 31, 2010","May 31, 2010","Monday","Mon","May","May","151","22","209301","209376","1","5","209271","209301","31","31","2","209171","209400","91","61","2010","208871","210001","365"
"209371","2010-06-01","Tuesday, June 1, 2010","Jun 1, 2010","Tuesday","Tue","June","Jun","152","22","209301","209376","2","6","209371","209400","30","1","2","209171","209400","91","62","2010","208871","210001","365"
"209372","2010-06-02","Wednesday, June 2, 2010","Jun 2, 2010","Wednesday","Wed","June","Jun","153","22","209301","209376","3","6","209371","209400","30","2","2","209171","209400","91","63","2010","208871","210001","365"
"209373","2010-06-03","Thursday, June 3, 2010","Jun 3, 2010","Thursday","Thu","June","Jun","154","22","209301","209376","4","6","209371","209400","30","3","2","209171","209400","91","64","2010","208871","210001","365"
"209374","2010-06-04","Friday, June 4, 2010","Jun 4, 2010","Friday","Fri","June","Jun","155","22","209301","209376","5","6","209371","209400","30","4","2","209171","209400","91","65","2010","208871","210001","365"
"209375","2010-06-05","Saturday, June 5, 2010","Jun 5, 2010","Saturday","Sat","June","Jun","156","22","209301","209376","6","6","209371","209400","30","5","2","209171","209400","91","66","2010","208871","210001","365"
"209376","2010-06-06","Sunday, June 6, 2010","Jun 6, 2010","Sunday","Sun","June","Jun","157","22","209301","209376","7","6","209371","209400","30","6","2","209171","209400","91","67","2010","208871","210001","365"
"209377","2010-06-07","Monday, June 7, 2010","Jun 7, 2010","Monday","Mon","June","Jun","158","23","209377","209383","1","6","209371","209400","30","7","2","209171","209400","91","68","2010","208871","210001","365"
"209378","2010-06-08","Tuesday, June 8, 2010","Jun 8, 2010","Tuesday","Tue","June","Jun","159","23","209377","209383","2","6","209371","209400","30","8","2","209171","209400","91","69","2010","208871","210001","365"
"209379","2010-06-09","Wednesday, June 9, 2010","Jun 9, 2010","Wednesday","Wed","June","Jun","160","23","209377","209383","3","6","209371","209400","30","9","2","209171","209400","91","70","2010","208871","210001","365"
"209380","2010-06-10","Thursday, June 10, 2010","Jun 10, 2010","Thursday","Thu","June","Jun","161","23","209377","209383","4","6","209371","209400","30","10","2","209171","209400","91","71","2010","208871","210001","365"
"209381","2010-06-11","Friday, June 11, 2010","Jun 11, 2010","Friday","Fri","June","Jun","162","23","209377","209383","5","6","209371","209400","30","11","2","209171","209400","91","72","2010","208871","210001","365"
"209382","2010-06-12","Saturday, June 12, 2010","Jun 12, 2010","Saturday","Sat","June","Jun","163","23","209377","209383","6","6","209371","209400","30","12","2","209171","209400","91","73","2010","208871","210001","365"
"209383","2010-06-13","Sunday, June 13, 2010","Jun 13, 2010","Sunday","Sun","June","Jun","164","23","209377","209383","7","6","209371","209400","30","13","2","209171","209400","91","74","2010","208871","210001","365"
"209384","2010-06-14","Monday, June 14, 2010","Jun 14, 2010","Monday","Mon","June","Jun","165","24","209384","209390","1","6","209371","209400","30","14","2","209171","209400","91","75","2010","208871","210001","365"
"209385","2010-06-15","Tuesday, June 15, 2010","Jun 15, 2010","Tuesday","Tue","June","Jun","166","24","209384","209390","2","6","209371","209400","30","15","2","209171","209400","91","76","2010","208871","210001","365"
"209386","2010-06-16","Wednesday, June 16, 2010","Jun 16, 2010","Wednesday","Wed","June","Jun","167","24","209384","209390","3","6","209371","209400","30","16","2","209171","209400","91","77","2010","208871","210001","365"
"209387","2010-06-17","Thursday, June 17, 2010","Jun 17, 2010","Thursday","Thu","June","Jun","168","24","209384","209390","4","6","209371","209400","30","17","2","209171","209400","91","78","2010","208871","210001","365"
"209388","2010-06-18","Friday, June 18, 2010","Jun 18, 2010","Friday","Fri","June","Jun","169","24","209384","209390","5","6","209371","209400","30","18","2","209171","209400","91","79","2010","208871","210001","365"
"209389","2010-06-19","Saturday, June 19, 2010","Jun 19, 2010","Saturday","Sat","June","Jun","170","24","209384","209390","6","6","209371","209400","30","19","2","209171","209400","91","80","2010","208871","210001","365"
"209390","2010-06-20","Sunday, June 20, 2010","Jun 20, 2010","Sunday","Sun","June","Jun","171","24","209384","209390","7","6","209371","209400","30","20","2","209171","209400","91","81","2010","208871","210001","365"
"209391","2010-06-21","Monday, June 21, 2010","Jun 21, 2010","Monday","Mon","June","Jun","172","25","209391","209397","1","6","209371","209400","30","21","2","209171","209400","91","82","2010","208871","210001","365"
"209392","2010-06-22","Tuesday, June 22, 2010","Jun 22, 2010","Tuesday","Tue","June","Jun","173","25","209391","209397","2","6","209371","209400","30","22","2","209171","209400","91","83","2010","208871","210001","365"
"209393","2010-06-23","Wednesday, June 23, 2010","Jun 23, 2010","Wednesday","Wed","June","Jun","174","25","209391","209397","3","6","209371","209400","30","23","2","209171","209400","91","84","2010","208871","210001","365"
"209394","2010-06-24","Thursday, June 24, 2010","Jun 24, 2010","Thursday","Thu","June","Jun","175","25","209391","209397","4","6","209371","209400","30","24","2","209171","209400","91","85","2010","208871","210001","365"
"209395","2010-06-25","Friday, June 25, 2010","Jun 25, 2010","Friday","Fri","June","Jun","176","25","209391","209397","5","6","209371","209400","30","25","2","209171","209400","91","86","2010","208871","210001","365"
"209396","2010-06-26","Saturday, June 26, 2010","Jun 26, 2010","Saturday","Sat","June","Jun","177","25","209391","209397","6","6","209371","209400","30","26","2","209171","209400","91","87","2010","208871","210001","365"
"209397","2010-06-27","Sunday, June 27, 2010","Jun 27, 2010","Sunday","Sun","June","Jun","178","25","209391","209397","7","6","209371","209400","30","27","2","209171","209400","91","88","2010","208871","210001","365"
"209398","2010-06-28","Monday, June 28, 2010","Jun 28, 2010","Monday","Mon","June","Jun","179","26","209398","209474","1","6","209371","209400","30","28","2","209171","209400","91","89","2010","208871","210001","365"
"209399","2010-06-29","Tuesday, June 29, 2010","Jun 29, 2010","Tuesday","Tue","June","Jun","180","26","209398","209474","2","6","209371","209400","30","29","2","209171","209400","91","90","2010","208871","210001","365"
"209400","2010-06-30","Wednesday, June 30, 2010","Jun 30, 2010","Wednesday","Wed","June","Jun","181","26","209398","209474","3","6","209371","209400","30","30","2","209171","209400","91","91","2010","208871","210001","365"
"209471","2010-07-01","Thursday, July 1, 2010","Jul 1, 2010","Thursday","Thu","July","Jul","182","26","209398","209474","4","7","209471","209501","31","1","3","209471","209700","92","1","2010","208871","210001","365"
"209472","2010-07-02","Friday, July 2, 2010","Jul 2, 2010","Friday","Fri","July","Jul","183","26","209398","209474","5","7","209471","209501","31","2","3","209471","209700","92","2","2010","208871","210001","365"
"209473","2010-07-03","Saturday, July 3, 2010","Jul 3, 2010","Saturday","Sat","July","Jul","184","26","209398","209474","6","7","209471","209501","31","3","3","209471","209700","92","3","2010","208871","210001","365"
"209474","2010-07-04","Sunday, July 4, 2010","Jul 4, 2010","Sunday","Sun","July","Jul","185","26","209398","209474","7","7","209471","209501","31","4","3","209471","209700","92","4","2010","208871","210001","365"
"209475","2010-07-05","Monday, July 5, 2010","Jul 5, 2010","Monday","Mon","July","Jul","186","27","209475","209481","1","7","209471","209501","31","5","3","209471","209700","92","5","2010","208871","210001","365"
"209476","2010-07-06","Tuesday, July 6, 2010","Jul 6, 2010","Tuesday","Tue","July","Jul","187","27","209475","209481","2","7","209471","209501","31","6","3","209471","209700","92","6","2010","208871","210001","365"
"209477","2010-07-07","Wednesday, July 7, 2010","Jul 7, 2010","Wednesday","Wed","July","Jul","188","27","209475","209481","3","7","209471","209501","31","7","3","209471","209700","92","7","2010","208871","210001","365"
"209478","2010-07-08","Thursday, July 8, 2010","Jul 8, 2010","Thursday","Thu","July","Jul","189","27","209475","209481","4","7","209471","209501","31","8","3","209471","209700","92","8","2010","208871","210001","365"
"209479","2010-07-09","Friday, July 9, 2010","Jul 9, 2010","Friday","Fri","July","Jul","190","27","209475","209481","5","7","209471","209501","31","9","3","209471","209700","92","9","2010","208871","210001","365"
"209480","2010-07-10","Saturday, July 10, 2010","Jul 10, 2010","Saturday","Sat","July","Jul","191","27","209475","209481","6","7","209471","209501","31","10","3","209471","209700","92","10","2010","208871","210001","365"
"209481","2010-07-11","Sunday, July 11, 2010","Jul 11, 2010","Sunday","Sun","July","Jul","192","27","209475","209481","7","7","209471","209501","31","11","3","209471","209700","92","11","2010","208871","210001","365"
"209482","2010-07-12","Monday, July 12, 2010","Jul 12, 2010","Monday","Mon","July","Jul","193","28","209482","209488","1","7","209471","209501","31","12","3","209471","209700","92","12","2010","208871","210001","365"
"209483","2010-07-13","Tuesday, July 13, 2010","Jul 13, 2010","Tuesday","Tue","July","Jul","194","28","209482","209488","2","7","209471","209501","31","13","3","209471","209700","92","13","2010","208871","210001","365"
"209484","2010-07-14","Wednesday, July 14, 2010","Jul 14, 2010","Wednesday","Wed","July","Jul","195","28","209482","209488","3","7","209471","209501","31","14","3","209471","209700","92","14","2010","208871","210001","365"
"209485","2010-07-15","Thursday, July 15, 2010","Jul 15, 2010","Thursday","Thu","July","Jul","196","28","209482","209488","4","7","209471","209501","31","15","3","209471","209700","92","15","2010","208871","210001","365"
"209486","2010-07-16","Friday, July 16, 2010","Jul 16, 2010","Friday","Fri","July","Jul","197","28","209482","209488","5","7","209471","209501","31","16","3","209471","209700","92","16","2010","208871","210001","365"
"209487","2010-07-17","Saturday, July 17, 2010","Jul 17, 2010","Saturday","Sat","July","Jul","198","28","209482","209488","6","7","209471","209501","31","17","3","209471","209700","92","17","2010","208871","210001","365"
"209488","2010-07-18","Sunday, July 18, 2010","Jul 18, 2010","Sunday","Sun","July","Jul","199","28","209482","209488","7","7","209471","209501","31","18","3","209471","209700","92","18","2010","208871","210001","365"
"209489","2010-07-19","Monday, July 19, 2010","Jul 19, 2010","Monday","Mon","July","Jul","200","29","209489","209495","1","7","209471","209501","31","19","3","209471","209700","92","19","2010","208871","210001","365"
"209490","2010-07-20","Tuesday, July 20, 2010","Jul 20, 2010","Tuesday","Tue","July","Jul","201","29","209489","209495","2","7","209471","209501","31","20","3","209471","209700","92","20","2010","208871","210001","365"
"209491","2010-07-21","Wednesday, July 21, 2010","Jul 21, 2010","Wednesday","Wed","July","Jul","202","29","209489","209495","3","7","209471","209501","31","21","3","209471","209700","92","21","2010","208871","210001","365"
"209492","2010-07-22","Thursday, July 22, 2010","Jul 22, 2010","Thursday","Thu","July","Jul","203","29","209489","209495","4","7","209471","209501","31","22","3","209471","209700","92","22","2010","208871","210001","365"
"209493","2010-07-23","Friday, July 23, 2010","Jul 23, 2010","Friday","Fri","July","Jul","204","29","209489","209495","5","7","209471","209501","31","23","3","209471","209700","92","23","2010","208871","210001","365"
"209494","2010-07-24","Saturday, July 24, 2010","Jul 24, 2010","Saturday","Sat","July","Jul","205","29","209489","209495","6","7","209471","209501","31","24","3","209471","209700","92","24","2010","208871","210001","365"
"209495","2010-07-25","Sunday, July 25, 2010","Jul 25, 2010","Sunday","Sun","July","Jul","206","29","209489","209495","7","7","209471","209501","31","25","3","209471","209700","92","25","2010","208871","210001","365"
"209496","2010-07-26","Monday, July 26, 2010","Jul 26, 2010","Monday","Mon","July","Jul","207","30","209496","209571","1","7","209471","209501","31","26","3","209471","209700","92","26","2010","208871","210001","365"
"209497","2010-07-27","Tuesday, July 27, 2010","Jul 27, 2010","Tuesday","Tue","July","Jul","208","30","209496","209571","2","7","209471","209501","31","27","3","209471","209700","92","27","2010","208871","210001","365"
"209498","2010-07-28","Wednesday, July 28, 2010","Jul 28, 2010","Wednesday","Wed","July","Jul","209","30","209496","209571","3","7","209471","209501","31","28","3","209471","209700","92","28","2010","208871","210001","365"
"209499","2010-07-29","Thursday, July 29, 2010","Jul 29, 2010","Thursday","Thu","July","Jul","210","30","209496","209571","4","7","209471","209501","31","29","3","209471","209700","92","29","2010","208871","210001","365"
"209500","2010-07-30","Friday, July 30, 2010","Jul 30, 2010","Friday","Fri","July","Jul","211","30","209496","209571","5","7","209471","209501","31","30","3","209471","209700","92","30","2010","208871","210001","365"
"209501","2010-07-31","Saturday, July 31, 2010","Jul 31, 2010","Saturday","Sat","July","Jul","212","30","209496","209571","6","7","209471","209501","31","31","3","209471","209700","92","31","2010","208871","210001","365"
"209571","2010-08-01","Sunday, August 1, 2010","Aug 1, 2010","Sunday","Sun","August","Aug","213","30","209496","209571","7","8","209571","209601","31","1","3","209471","209700","92","32","2010","208871","210001","365"
"209572","2010-08-02","Monday, August 2, 2010","Aug 2, 2010","Monday","Mon","August","Aug","214","31","209572","209578","1","8","209571","209601","31","2","3","209471","209700","92","33","2010","208871","210001","365"
"209573","2010-08-03","Tuesday, August 3, 2010","Aug 3, 2010","Tuesday","Tue","August","Aug","215","31","209572","209578","2","8","209571","209601","31","3","3","209471","209700","92","34","2010","208871","210001","365"
"209574","2010-08-04","Wednesday, August 4, 2010","Aug 4, 2010","Wednesday","Wed","August","Aug","216","31","209572","209578","3","8","209571","209601","31","4","3","209471","209700","92","35","2010","208871","210001","365"
"209575","2010-08-05","Thursday, August 5, 2010","Aug 5, 2010","Thursday","Thu","August","Aug","217","31","209572","209578","4","8","209571","209601","31","5","3","209471","209700","92","36","2010","208871","210001","365"
"209576","2010-08-06","Friday, August 6, 2010","Aug 6, 2010","Friday","Fri","August","Aug","218","31","209572","209578","5","8","209571","209601","31","6","3","209471","209700","92","37","2010","208871","210001","365"
"209577","2010-08-07","Saturday, August 7, 2010","Aug 7, 2010","Saturday","Sat","August","Aug","219","31","209572","209578","6","8","209571","209601","31","7","3","209471","209700","92","38","2010","208871","210001","365"
"209578","2010-08-08","Sunday, August 8, 2010","Aug 8, 2010","Sunday","Sun","August","Aug","220","31","209572","209578","7","8","209571","209601","31","8","3","209471","209700","92","39","2010","208871","210001","365"
"209579","2010-08-09","Monday, August 9, 2010","Aug 9, 2010","Monday","Mon","August","Aug","221","32","209579","209585","1","8","209571","209601","31","9","3","209471","209700","92","40","2010","208871","210001","365"
"209580","2010-08-10","Tuesday, August 10, 2010","Aug 10, 2010","Tuesday","Tue","August","Aug","222","32","209579","209585","2","8","209571","209601","31","10","3","209471","209700","92","41","2010","208871","210001","365"
"209581","2010-08-11","Wednesday, August 11, 2010","Aug 11, 2010","Wednesday","Wed","August","Aug","223","32","209579","209585","3","8","209571","209601","31","11","3","209471","209700","92","42","2010","208871","210001","365"
"209582","2010-08-12","Thursday, August 12, 2010","Aug 12, 2010","Thursday","Thu","August","Aug","224","32","209579","209585","4","8","209571","209601","31","12","3","209471","209700","92","43","2010","208871","210001","365"
"209583","2010-08-13","Friday, August 13, 2010","Aug 13, 2010","Friday","Fri","August","Aug","225","32","209579","209585","5","8","209571","209601","31","13","3","209471","209700","92","44","2010","208871","210001","365"
"209584","2010-08-14","Saturday, August 14, 2010","Aug 14, 2010","Saturday","Sat","August","Aug","226","32","209579","209585","6","8","209571","209601","31","14","3","209471","209700","92","45","2010","208871","210001","365"
"209585","2010-08-15","Sunday, August 15, 2010","Aug 15, 2010","Sunday","Sun","August","Aug","227","32","209579","209585","7","8","209571","209601","31","15","3","209471","209700","92","46","2010","208871","210001","365"
"209586","2010-08-16","Monday, August 16, 2010","Aug 16, 2010","Monday","Mon","August","Aug","228","33","209586","209592","1","8","209571","209601","31","16","3","209471","209700","92","47","2010","208871","210001","365"
"209587","2010-08-17","Tuesday, August 17, 2010","Aug 17, 2010","Tuesday","Tue","August","Aug","229","33","209586","209592","2","8","209571","209601","31","17","3","209471","209700","92","48","2010","208871","210001","365"
"209588","2010-08-18","Wednesday, August 18, 2010","Aug 18, 2010","Wednesday","Wed","August","Aug","230","33","209586","209592","3","8","209571","209601","31","18","3","209471","209700","92","49","2010","208871","210001","365"
"209589","2010-08-19","Thursday, August 19, 2010","Aug 19, 2010","Thursday","Thu","August","Aug","231","33","209586","209592","4","8","209571","209601","31","19","3","209471","209700","92","50","2010","208871","210001","365"
"209590","2010-08-20","Friday, August 20, 2010","Aug 20, 2010","Friday","Fri","August","Aug","232","33","209586","209592","5","8","209571","209601","31","20","3","209471","209700","92","51","2010","208871","210001","365"
"209591","2010-08-21","Saturday, August 21, 2010","Aug 21, 2010","Saturday","Sat","August","Aug","233","33","209586","209592","6","8","209571","209601","31","21","3","209471","209700","92","52","2010","208871","210001","365"
"209592","2010-08-22","Sunday, August 22, 2010","Aug 22, 2010","Sunday","Sun","August","Aug","234","33","209586","209592","7","8","209571","209601","31","22","3","209471","209700","92","53","2010","208871","210001","365"
"209593","2010-08-23","Monday, August 23, 2010","Aug 23, 2010","Monday","Mon","August","Aug","235","34","209593","209599","1","8","209571","209601","31","23","3","209471","209700","92","54","2010","208871","210001","365"
"209594","2010-08-24","Tuesday, August 24, 2010","Aug 24, 2010","Tuesday","Tue","August","Aug","236","34","209593","209599","2","8","209571","209601","31","24","3","209471","209700","92","55","2010","208871","210001","365"
"209595","2010-08-25","Wednesday, August 25, 2010","Aug 25, 2010","Wednesday","Wed","August","Aug","237","34","209593","209599","3","8","209571","209601","31","25","3","209471","209700","92","56","2010","208871","210001","365"
"209596","2010-08-26","Thursday, August 26, 2010","Aug 26, 2010","Thursday","Thu","August","Aug","238","34","209593","209599","4","8","209571","209601","31","26","3","209471","209700","92","57","2010","208871","210001","365"
"209597","2010-08-27","Friday, August 27, 2010","Aug 27, 2010","Friday","Fri","August","Aug","239","34","209593","209599","5","8","209571","209601","31","27","3","209471","209700","92","58","2010","208871","210001","365"
"209598","2010-08-28","Saturday, August 28, 2010","Aug 28, 2010","Saturday","Sat","August","Aug","240","34","209593","209599","6","8","209571","209601","31","28","3","209471","209700","92","59","2010","208871","210001","365"
"209599","2010-08-29","Sunday, August 29, 2010","Aug 29, 2010","Sunday","Sun","August","Aug","241","34","209593","209599","7","8","209571","209601","31","29","3","209471","209700","92","60","2010","208871","210001","365"
"209600","2010-08-30","Monday, August 30, 2010","Aug 30, 2010","Monday","Mon","August","Aug","242","35","209600","209675","1","8","209571","209601","31","30","3","209471","209700","92","61","2010","208871","210001","365"
"209601","2010-08-31","Tuesday, August 31, 2010","Aug 31, 2010","Tuesday","Tue","August","Aug","243","35","209600","209675","2","8","209571","209601","31","31","3","209471","209700","92","62","2010","208871","210001","365"
